docid,sentence1,sentence2,label,same_text
aa46996,"De forma a permitir uma mais abrangente troca de pontos de vista neste campo, realizou-se no dia 24 de Outubro , no Porto , uma reunião informal entre os Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos [E1]Países[/E1] do Mediterrâneo e os Directores-Gerais de Protecção Civil da União Europeia | Directores-Gerais de Protecção Civil da União Europeia . Essa reunião permitiu concluir da existência de abertura para um trabalho comum futuro, o qual, numa primeira fase, deverá estar integrado do Programa para a Prevenção e Redução de Desastres do Projecto Euromed e, numa segunda fase, deverá visar a inclusão de países do Mediterrâneo no Mecanismo Comunitário de Protecção Civil .",3. Cooperação com Países do Mediterrâneo Sul | [E2]Países[/E2] do Mediterrâneo Sul,vinculo_inst,False
aa46996,"Por outro lado, é também importante sublinhar o facto de que o Mecanismo Comunitário de Protecção Civil já interveio por diversas vezes nesta região (ex: sismos da Argélia e de Marrocos ) e diversos Estados-Membros mantêm acordos bilaterais de cooperação com os Países do Mediterrâneo Sul | Países do [E1]Mediterrâneo Sul[/E1] , que conduziram a missões de assistência mútua durante emergências passadas.",3. Cooperação com Países do Mediterrâneo Sul | Países do [E2]Mediterrâneo Sul[/E2],ident,False
aa46996,"Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a UE e África no campo da protecção civil, nomeadamente com os parceiros do [E1]Mediterrâneo[/E1] . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",3. Cooperação com Países do Mediterrâneo Sul | Países do [E2]Mediterrâneo Sul[/E2],inclui,False
aa46996,"Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a UE e África no campo da protecção civil, nomeadamente com os parceiros do Mediterrâneo . Assim, pretendeu-se reforçar a cooperação com os países do [E1]Mediterrâneo Sul[/E1] , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",3. Cooperação com Países do Mediterrâneo Sul | Países do [E2]Mediterrâneo Sul[/E2],ident,False
aa46996,"Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a [E1]UE[/E1] e África no campo da protecção civil, nomeadamente com os parceiros do Mediterrâneo . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.","No campo da Protecção Civil , [E2]UE[/E2] e África partilham uma série de preocupações e riscos comuns, maioritariamente na região Euro-Mediterrânica | Euro-Mediterrânica . Estes riscos estão particularmente relacionados com os incêndios florestais, sismos e tsunamis, acidentes químicos e, também, ameaças terroristas.",ident,False
aa46996,"Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a UE e [E1]África[/E1] no campo da protecção civil, nomeadamente com os parceiros do Mediterrâneo . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.","No campo da Protecção Civil , UE e [E2]África[/E2] partilham uma série de preocupações e riscos comuns, maioritariamente na região Euro-Mediterrânica | Euro-Mediterrânica . Estes riscos estão particularmente relacionados com os incêndios florestais, sismos e tsunamis, acidentes químicos e, também, ameaças terroristas.",ident,False
aa46996,"De forma a permitir uma mais abrangente troca de pontos de vista neste campo, realizou-se no dia 24 de Outubro , no Porto , uma reunião informal entre os Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do [E1]Mediterrâneo[/E1] e os Directores-Gerais de Protecção Civil da União Europeia | Directores-Gerais de Protecção Civil da União Europeia . Essa reunião permitiu concluir da existência de abertura para um trabalho comum futuro, o qual, numa primeira fase, deverá estar integrado do Programa para a Prevenção e Redução de Desastres do Projecto Euromed e, numa segunda fase, deverá visar a inclusão de países do Mediterrâneo no Mecanismo Comunitário de Protecção Civil .","Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a UE e África no campo da protecção civil, nomeadamente com os parceiros do [E2]Mediterrâneo[/E2] . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",ident,False
aa46996,"De forma a permitir uma mais abrangente troca de pontos de vista neste campo, realizou-se no dia 24 de Outubro , no Porto , uma reunião informal entre os Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo e os Directores-Gerais de Protecção Civil da União Europeia | Directores-Gerais de Protecção Civil da União Europeia . Essa reunião permitiu concluir da existência de abertura para um trabalho comum futuro, o qual, numa primeira fase, deverá estar integrado do Programa para a Prevenção e Redução de Desastres do Projecto Euromed e, numa segunda fase, deverá visar a inclusão de países do [E1]Mediterrâneo[/E1] no Mecanismo Comunitário de Protecção Civil .","Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a UE e África no campo da protecção civil, nomeadamente com os parceiros do [E2]Mediterrâneo[/E2] . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",ident,False
aa46996,"De forma a permitir uma mais abrangente troca de pontos de vista neste campo, realizou-se no dia 24 de Outubro , no Porto , uma reunião informal entre os Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo e os [E1]Directores-Gerais de Protecção Civil da União Europeia[/E1] | Directores-Gerais de Protecção Civil da União Europeia . Essa reunião permitiu concluir da existência de abertura para um trabalho comum futuro, o qual, numa primeira fase, deverá estar integrado do Programa para a Prevenção e Redução de Desastres do Projecto Euromed e, numa segunda fase, deverá visar a inclusão de países do Mediterrâneo no Mecanismo Comunitário de Protecção Civil .","Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a [E2]UE[/E2] e África no campo da protecção civil, nomeadamente com os parceiros do Mediterrâneo . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",vinculo_inst,False
aa46996,"De forma a permitir uma mais abrangente troca de pontos de vista neste campo, realizou-se no dia 24 de Outubro , no Porto , uma reunião informal entre os Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo e os Directores-Gerais de Protecção Civil da União Europeia | [E1]Directores-Gerais de Protecção Civil[/E1] da União Europeia . Essa reunião permitiu concluir da existência de abertura para um trabalho comum futuro, o qual, numa primeira fase, deverá estar integrado do Programa para a Prevenção e Redução de Desastres do Projecto Euromed e, numa segunda fase, deverá visar a inclusão de países do Mediterrâneo no Mecanismo Comunitário de Protecção Civil .","Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a [E2]UE[/E2] e África no campo da protecção civil, nomeadamente com os parceiros do Mediterrâneo . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",vinculo_inst,False
aa46996,"De forma a permitir uma mais abrangente troca de pontos de vista neste campo, realizou-se no dia 24 de Outubro , no Porto , uma reunião informal entre os Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo e os Directores-Gerais de Protecção Civil da União Europeia | Directores-Gerais de Protecção Civil da [E1]União Europeia[/E1] . Essa reunião permitiu concluir da existência de abertura para um trabalho comum futuro, o qual, numa primeira fase, deverá estar integrado do Programa para a Prevenção e Redução de Desastres do Projecto Euromed e, numa segunda fase, deverá visar a inclusão de países do Mediterrâneo no Mecanismo Comunitário de Protecção Civil .","Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a [E2]UE[/E2] e África no campo da protecção civil, nomeadamente com os parceiros do Mediterrâneo . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",sede_de,False
aa46996,"As conclusões do Conselho em matéria «de prevenção, de preparação para intervir e de resposta a atentados terroristas» e o «programa de solidariedade da [E1]União Europeia[/E1] respeitante às consequências das ameaças e dos atentados terroristas"", adoptado pelo Conselho em Dezembro de 2004 , apoiaram a elaboração de um Programa Europeu para a Protecção das Infra-Estruturas Críticas e a criação de uma Rede de Alerta para as Infra-estruturas Críticas .","Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a [E2]UE[/E2] e África no campo da protecção civil, nomeadamente com os parceiros do Mediterrâneo . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",ident,False
aa46996,"Na sequência dos trabalhos desenvolvidos pela Presidência Alemã neste âmbito, foi dada continuidade à negociação da proposta de Directiva , tendo-se analisado o parecer do [E1]Parlamento Europeu[/E1] e discutido as reservas introduzidas pelas diversas delegações. O balanço final é positivo, uma vez que se conseguiu eliminar a maior parte das reservas existentes. Embora exista consenso em relação a cerca de 70% da proposta de Directiva , subsistem reservas de fundo de diversos Estados-Membros que se relacionam, por exemplo, com a natureza legal do instrumento a adoptar, a inclusão do sector do «nuclear» no âmbito da Directiva , a definição de Infra-estrutura Crítica Europeia e a obrigatoriedade de estabelecimento de Planos de Segurança e Oficiais de Ligação .","Existe, pois, espaço mais do que suficiente e vontade comum para uma cooperação mais profunda e forte entre a [E2]UE[/E2] e África no campo da protecção civil, nomeadamente com os parceiros do Mediterrâneo . Assim, pretendeu-se reforçar a cooperação com os países do Mediterrâneo Sul , através de acções tais como a partilha de boas práticas e informação sobre riscos comuns, cooperação nos sistemas de alerta precoce ou exercícios conjuntos.",incluido,False
aa46996,"De forma a permitir uma mais abrangente troca de pontos de vista neste campo, realizou-se no dia 24 de Outubro , no Porto , uma reunião informal entre os Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo | Directores-Gerais de Protecção Civil dos Países do Mediterrâneo e os Directores-Gerais de Protecção Civil da União Europeia | Directores-Gerais de Protecção Civil da União Europeia . Essa reunião permitiu concluir da existência de abertura para um trabalho comum futuro, o qual, numa primeira fase, deverá estar integrado do [E2]Programa para a Prevenção e Redução de Desastres[/E2] do [E1]Projecto Euromed[/E1] e, numa segunda fase, deverá visar a inclusão de países do Mediterrâneo no Mecanismo Comunitário de Protecção Civil .",,inclui,True
aa46996,"Na sequência de uma Comunicação | Comunicação da Comissão , o [E1]Conselho[/E1] discutiu, no seu grupo de Trabalho de Cooperação e Desenvolvimento ( CODEV ) uma proposta de Consenso Europeu sobre Ajuda Humanitária . Tal documento contém referências à actuação da protecção civil nos contextos de crises humanitárias, pelo que foi também discutido no Grupo de Trabalho PROCIV , tendo sido produzido um aconselhamento em Julho .","A necessidade de melhorar os actuais ou de estabelecer novos Sistemas de Alerta Precoce na União Europeia foi reconhecida pelo [E2]Conselho[/E2] em diversas ocasiões . Em particular, o Conselho adoptou, em 2005 , o Programa de Acção para Tsunamis e afirmou que «A Comissão é convidada a fazer propostas [envolvendo] a criação de um sistema de detecção e alerta precoce (...) para o Mediterrâneo e o Atlântico ». Mais recentemente, o Instrumento Financeiro para a Protecção Civil definiu que a criação de um sistema de detecção e alerta precoce é elegível para assistência financeira através de acções como estudos, avaliações e estabelecimento de interligações.",ident,False
aa46996,"As conclusões do [E1]Conselho[/E1] em matéria «de prevenção, de preparação para intervir e de resposta a atentados terroristas» e o «programa de solidariedade da União Europeia respeitante às consequências das ameaças e dos atentados terroristas"", adoptado pelo Conselho em Dezembro de 2004 , apoiaram a elaboração de um Programa Europeu para a Protecção das Infra-Estruturas Críticas e a criação de uma Rede de Alerta para as Infra-estruturas Críticas .","A necessidade de melhorar os actuais ou de estabelecer novos Sistemas de Alerta Precoce na União Europeia foi reconhecida pelo [E2]Conselho[/E2] em diversas ocasiões . Em particular, o Conselho adoptou, em 2005 , o Programa de Acção para Tsunamis e afirmou que «A Comissão é convidada a fazer propostas [envolvendo] a criação de um sistema de detecção e alerta precoce (...) para o Mediterrâneo e o Atlântico ». Mais recentemente, o Instrumento Financeiro para a Protecção Civil definiu que a criação de um sistema de detecção e alerta precoce é elegível para assistência financeira através de acções como estudos, avaliações e estabelecimento de interligações.",ident,False
aa46996,"As conclusões do Conselho em matéria «de prevenção, de preparação para intervir e de resposta a atentados terroristas» e o «programa de solidariedade da União Europeia respeitante às consequências das ameaças e dos atentados terroristas"", adoptado pelo [E1]Conselho[/E1] em Dezembro de 2004 , apoiaram a elaboração de um Programa Europeu para a Protecção das Infra-Estruturas Críticas e a criação de uma Rede de Alerta para as Infra-estruturas Críticas .","A necessidade de melhorar os actuais ou de estabelecer novos Sistemas de Alerta Precoce na União Europeia foi reconhecida pelo [E2]Conselho[/E2] em diversas ocasiões . Em particular, o Conselho adoptou, em 2005 , o Programa de Acção para Tsunamis e afirmou que «A Comissão é convidada a fazer propostas [envolvendo] a criação de um sistema de detecção e alerta precoce (...) para o Mediterrâneo e o Atlântico ». Mais recentemente, o Instrumento Financeiro para a Protecção Civil definiu que a criação de um sistema de detecção e alerta precoce é elegível para assistência financeira através de acções como estudos, avaliações e estabelecimento de interligações.",ident,False
aa46996,"Após intensas negociações, o [E1]Consenso Europeu[/E1] foi adoptado pelo CAGRE em 20 de Novembro , tendo-se conseguido que, na sua versão final, o Consenso não imponha limitações ao uso de recursos de protecção civil nos cenários de desastres naturais, tecnológicos e ambientais em tempo de paz. No entanto, para situações de emergências complexas (conflitos ou situações de fragilidade) o uso de meios de protecção civil acabou por ser considerado como excepcional.","Na sequência de uma Comunicação | Comunicação da Comissão , o Conselho discutiu, no seu grupo de Trabalho de Cooperação e Desenvolvimento ( CODEV ) uma proposta de [E2]Consenso Europeu sobre Ajuda Humanitária[/E2] . Tal documento contém referências à actuação da protecção civil nos contextos de crises humanitárias, pelo que foi também discutido no Grupo de Trabalho PROCIV , tendo sido produzido um aconselhamento em Julho .",ident,False
aa46996,"Após intensas negociações, o Consenso Europeu foi adoptado pelo CAGRE em 20 de Novembro , tendo-se conseguido que, na sua versão final, o [E1]Consenso[/E1] não imponha limitações ao uso de recursos de protecção civil nos cenários de desastres naturais, tecnológicos e ambientais em tempo de paz. No entanto, para situações de emergências complexas (conflitos ou situações de fragilidade) o uso de meios de protecção civil acabou por ser considerado como excepcional.","Na sequência de uma Comunicação | Comunicação da Comissão , o Conselho discutiu, no seu grupo de Trabalho de Cooperação e Desenvolvimento ( CODEV ) uma proposta de [E2]Consenso Europeu sobre Ajuda Humanitária[/E2] . Tal documento contém referências à actuação da protecção civil nos contextos de crises humanitárias, pelo que foi também discutido no Grupo de Trabalho PROCIV , tendo sido produzido um aconselhamento em Julho .",ident,False
aa46996,"As [E1]Directrizes de Oslo[/E1] são um documento das Nações Unidas , destinado a orientar o uso de meios militares e da defesa civil nos cenários de emergências naturais, tecnológicas ou ambientais em tempo de paz. Aquando da última revisão destas directrizes, em 2006 , os recursos de protecção civil foram englobados no mesmo grupo dos recursos militares, implicando que apenas poderiam ser utilizados como «último recurso», após esgotamento de outras alternativas civis.",5. Revisão das [E2]Directrizes de Oslo[/E2],ident,False
aa46996,"Conscientes de que tal regra contradiria o princípio básico de actuação da protecção civil (resposta rápida e imediata após uma emergência), os Estados-Membros e a Comissão Europeia desenvolveram diversas diligências procurando obter uma clarificação/revisão de tais [E1]Directrizes[/E1] junto da UN/OCHA . Em particular, foi obtido acordo no Grupo de Trabalho PROCIV quanto a uma abordagem global dos Estados-Membros sobre esta matéria.",5. Revisão das [E2]Directrizes de Oslo[/E2],ident,False
aa46996,"Nesta sequência, foi realizada uma reunião com a UN/OCHA a 28 e 29 de Novembro , a qual permitiu adoptar uma revisão das [E1]Directrizes[/E1] que clarifica o princípio do último recurso, garantindo um tratamento diferenciado para os recursos de Protecção Civil .",5. Revisão das [E2]Directrizes de Oslo[/E2],ident,False
aa46996,"Conscientes de que tal regra contradiria o princípio básico de actuação da protecção civil (resposta rápida e imediata após uma emergência), os Estados-Membros e a Comissão Europeia desenvolveram diversas diligências procurando obter uma clarificação/revisão de tais Directrizes junto da [E1]UN/OCHA[/E1] . Em particular, foi obtido acordo no Grupo de Trabalho PROCIV quanto a uma abordagem global dos Estados-Membros sobre esta matéria.","As Directrizes de Oslo são um documento das [E2]Nações Unidas[/E2] , destinado a orientar o uso de meios militares e da defesa civil nos cenários de emergências naturais, tecnológicas ou ambientais em tempo de paz. Aquando da última revisão destas directrizes, em 2006 , os recursos de protecção civil foram englobados no mesmo grupo dos recursos militares, implicando que apenas poderiam ser utilizados como «último recurso», após esgotamento de outras alternativas civis.",incluido,False
aa46996,"Conscientes de que tal regra contradiria o princípio básico de actuação da protecção civil (resposta rápida e imediata após uma emergência), os Estados-Membros e a Comissão Europeia desenvolveram diversas diligências procurando obter uma clarificação/revisão de tais Directrizes junto da UN/OCHA . Em particular, foi obtido acordo no [E1]Grupo de Trabalho PROCIV[/E1] quanto a uma abordagem global dos Estados-Membros sobre esta matéria.","Na sequência de uma Comunicação | Comunicação da Comissão , o Conselho discutiu, no seu grupo de Trabalho de Cooperação e Desenvolvimento ( CODEV ) uma proposta de Consenso Europeu sobre Ajuda Humanitária . Tal documento contém referências à actuação da protecção civil nos contextos de crises humanitárias, pelo que foi também discutido no [E2]Grupo de Trabalho PROCIV[/E2] , tendo sido produzido um aconselhamento em Julho .",vinculo_inst,False
aa46996,"Nesta sequência, foi realizada uma reunião com a [E1]UN/OCHA[/E1] a 28 e 29 de Novembro , a qual permitiu adoptar uma revisão das Directrizes que clarifica o princípio do último recurso, garantindo um tratamento diferenciado para os recursos de Protecção Civil .","Conscientes de que tal regra contradiria o princípio básico de actuação da protecção civil (resposta rápida e imediata após uma emergência), os Estados-Membros e a Comissão Europeia desenvolveram diversas diligências procurando obter uma clarificação/revisão de tais Directrizes junto da [E2]UN/OCHA[/E2] . Em particular, foi obtido acordo no Grupo de Trabalho PROCIV quanto a uma abordagem global dos Estados-Membros sobre esta matéria.",ident,False
aa46996,"Na sequência dos trabalhos desenvolvidos pela [E1]Presidência Alemã[/E1] neste âmbito, foi dada continuidade à negociação da proposta de Directiva , tendo-se analisado o parecer do Parlamento Europeu e discutido as reservas introduzidas pelas diversas delegações. O balanço final é positivo, uma vez que se conseguiu eliminar a maior parte das reservas existentes. Embora exista consenso em relação a cerca de 70% da proposta de Directiva , subsistem reservas de fundo de diversos Estados-Membros que se relacionam, por exemplo, com a natureza legal do instrumento a adoptar, a inclusão do sector do «nuclear» no âmbito da Directiva , a definição de Infra-estrutura Crítica Europeia e a obrigatoriedade de estabelecimento de Planos de Segurança e Oficiais de Ligação .","O acordo político quanto à revisão foi obtido durante a [E2]Presidência Alemã[/E2] , tendo cabido a Portugal concluir o processo de revisão. Com a adopção da revisão do Mecanismo no Conselho de Justiça e Assuntos Internos de 8 de Novembro , este processo ficou concluído, passando a União a ficar dotado de um Mecanismo mais expedito para resposta a emergências graves. As principais novidades do Mecanismo são a clarificação de competências entre a Comissão e a Presidência no quadro de intervenções em países terceiros, a existência de competências comunitárias ao nível do transporte e a criação, numa base voluntária, de módulos de protecção civil.",produtor_de,False
aa46996,"Na sequência dos trabalhos desenvolvidos pela Presidência Alemã neste âmbito, foi dada continuidade à negociação da proposta de [E1]Directiva[/E1] , tendo-se analisado o parecer do Parlamento Europeu e discutido as reservas introduzidas pelas diversas delegações. O balanço final é positivo, uma vez que se conseguiu eliminar a maior parte das reservas existentes. Embora exista consenso em relação a cerca de 70% da proposta de Directiva , subsistem reservas de fundo de diversos Estados-Membros que se relacionam, por exemplo, com a natureza legal do instrumento a adoptar, a inclusão do sector do «nuclear» no âmbito da Directiva , a definição de Infra-estrutura Crítica Europeia e a obrigatoriedade de estabelecimento de Planos de Segurança e Oficiais de Ligação .","Neste sentido, em Dezembro de 2006 , a Comissão apresentou uma proposta de [E2]Directiva do Conselho[/E2] , na qual se propõem medidas para a identificação e designação das infra estruturas críticas europeias e para a avaliação da necessidade de melhorar a sua protecção, sendo que são abrangidas aquelas cuja perturbação ou destruição afectaria dois ou mais Estados-Membros , ou um único Estado-Membro se a infra-estrutura crítica estiver localizada em outro Estado-Membro .",ident,False
aa46996,"Na sequência dos trabalhos desenvolvidos pela Presidência Alemã neste âmbito, foi dada continuidade à negociação da proposta de Directiva , tendo-se analisado o parecer do Parlamento Europeu e discutido as reservas introduzidas pelas diversas delegações. O balanço final é positivo, uma vez que se conseguiu eliminar a maior parte das reservas existentes. Embora exista consenso em relação a cerca de 70% da proposta de [E1]Directiva[/E1] , subsistem reservas de fundo de diversos Estados-Membros que se relacionam, por exemplo, com a natureza legal do instrumento a adoptar, a inclusão do sector do «nuclear» no âmbito da Directiva , a definição de Infra-estrutura Crítica Europeia e a obrigatoriedade de estabelecimento de Planos de Segurança e Oficiais de Ligação .","Neste sentido, em Dezembro de 2006 , a Comissão apresentou uma proposta de [E2]Directiva do Conselho[/E2] , na qual se propõem medidas para a identificação e designação das infra estruturas críticas europeias e para a avaliação da necessidade de melhorar a sua protecção, sendo que são abrangidas aquelas cuja perturbação ou destruição afectaria dois ou mais Estados-Membros , ou um único Estado-Membro se a infra-estrutura crítica estiver localizada em outro Estado-Membro .",ident,False
aa46996,"Na sequência dos trabalhos desenvolvidos pela Presidência Alemã neste âmbito, foi dada continuidade à negociação da proposta de Directiva , tendo-se analisado o parecer do Parlamento Europeu e discutido as reservas introduzidas pelas diversas delegações. O balanço final é positivo, uma vez que se conseguiu eliminar a maior parte das reservas existentes. Embora exista consenso em relação a cerca de 70% da proposta de Directiva , subsistem reservas de fundo de diversos Estados-Membros que se relacionam, por exemplo, com a natureza legal do instrumento a adoptar, a inclusão do sector do «nuclear» no âmbito da [E1]Directiva[/E1] , a definição de Infra-estrutura Crítica Europeia e a obrigatoriedade de estabelecimento de Planos de Segurança e Oficiais de Ligação .","Neste sentido, em Dezembro de 2006 , a Comissão apresentou uma proposta de [E2]Directiva do Conselho[/E2] , na qual se propõem medidas para a identificação e designação das infra estruturas críticas europeias e para a avaliação da necessidade de melhorar a sua protecção, sendo que são abrangidas aquelas cuja perturbação ou destruição afectaria dois ou mais Estados-Membros , ou um único Estado-Membro se a infra-estrutura crítica estiver localizada em outro Estado-Membro .",ident,False
aa46996,Neste contexto foi obtido acordo sobre um Relatório de Progresso adoptado no [E1]Conselho JAI[/E1] de 5/6 Dezembro .,"Com base nas conclusões do seminário e nos resultados dos trabalhos desenvolvidos pela Comissão , ao nível de grupo de peritos, foi possível obter acordo sobre dois documentos de Conclusões do Conselho | Conclusões do Conselho adoptados no [E2]Conselho JAI[/E2] de 5/6 de Dezembro . Um desses documentos ( Conclusões do Conselho sobre o desenvolvimento e estabelecimento de sistemas de alerta precoce na UE ) segue uma abordagem global multi-riscos, enquanto o outro ( Conclusões do Conselho sobre o desenvolvimento de um sistema de alerta precoce para tsunamis no Atlântico Nordeste e no Mediterrâneo ) direcciona as atenções para o risco de tsunamis. Ambos os documentos contêm diversas propostas de actuação futura por parte da Comissão e dos Estados-Membros .",ident,False
hub-49343,"Foi educado na corte de [E1]D. Afonso V[/E1]. Partiu na esquadra mandada em 1480 em socorro do rei D. Fernando de Nápoles | rei D. Fernando de Nápoles, «para reprimir o furor dos turcos». Esteve na expedição de 1489 para defender a fortaleza da Graciosa, situada da ilha que o rio Luco forma junto da cidade de Larache. Foi estribeiro-mor do rei D. João II, a quem em 1476 acompanhou nas guerras com Castela. Esteve assim nas praças-fortes de Arzila e Larache (Marrocos) em 1489, e em 1490 faz parte da guarda de D. João II, tendo voltado novamente a Arzila em 1495.",[E2]Afonso de Albuquerque[/E2],relacao_familiar,False
hub-49343,"Foi educado na corte de D. Afonso V. Partiu na esquadra mandada em 1480 em socorro do rei D. Fernando de Nápoles | rei D. Fernando de Nápoles, «para reprimir o furor dos turcos». Esteve na expedição de 1489 para defender a fortaleza da Graciosa, situada da ilha que o rio Luco forma junto da cidade de Larache. Foi estribeiro-mor do [E1]rei D. João II[/E1], a quem em 1476 acompanhou nas guerras com Castela. Esteve assim nas praças-fortes de Arzila e Larache (Marrocos) em 1489, e em 1490 faz parte da guarda de D. João II, tendo voltado novamente a Arzila em 1495.",[E2]Afonso de Albuquerque[/E2],relacao_profissional,False
hub-49343,"Em 6 de abril de 1503 partiu para a Índia com o primo [E1]Francisco de Albuquerque[/E1], comandando cada qual três naus, tendo participado em várias batalhas, erguido a fortaleza em Cochim e estabelecido relações comerciais com Coulão.",[E2]Afonso de Albuquerque[/E2],relacao_familiar,False
hub-49343,"De regresso ao reino de Portugal, «mais cheio de glórias que de despojos», foi bem acolhido por [E1]D. Manuel[/E1] que em 1506 o tornou a enviar ao Oriente em companhia de Tristão da Cunha e nomeando-o governador da Índia | governador da Índia na sucessão do vice-Rei D. Francisco de Almeida. Neste posto, conquistou vários portos em Omã acabando por chegar à riquíssima cidade de Ormuz, que se tornou tributária de Portugal. Em 1510 toma Goa ao turco Hidalcão e em 1511 toma Malaca, abrindo aos portugueses o acesso às especiarias das Molucas e ao comércio com a China.",[E2]Afonso de Albuquerque[/E2],relacao_profissional,False
hub-49343,"De regresso ao reino de Portugal, «mais cheio de glórias que de despojos», foi bem acolhido por D. Manuel que em 1506 o tornou a enviar ao Oriente em companhia de Tristão da Cunha e nomeando-o governador da [E1]Índia[/E1] | governador da Índia na sucessão do vice-Rei D. Francisco de Almeida. Neste posto, conquistou vários portos em Omã acabando por chegar à riquíssima cidade de Ormuz, que se tornou tributária de Portugal. Em 1510 toma Goa ao turco Hidalcão e em 1511 toma Malaca, abrindo aos portugueses o acesso às especiarias das Molucas e ao comércio com a China.",[E2]Afonso de Albuquerque[/E2],vinculo_inst,False
hub-49343,"De regresso ao reino de Portugal, «mais cheio de glórias que de despojos», foi bem acolhido por D. Manuel que em 1506 o tornou a enviar ao Oriente em companhia de Tristão da Cunha e nomeando-o [E1]governador da Índia[/E1] | governador da Índia na sucessão do vice-Rei D. Francisco de Almeida. Neste posto, conquistou vários portos em Omã acabando por chegar à riquíssima cidade de Ormuz, que se tornou tributária de Portugal. Em 1510 toma Goa ao turco Hidalcão e em 1511 toma Malaca, abrindo aos portugueses o acesso às especiarias das Molucas e ao comércio com a China.",[E2]Afonso de Albuquerque[/E2],ident,False
hub-49343,"Em Fevereiro de 1513 [E1]Albuquerque[/E1] parte para o estreito de Bab-el-Mandebe, tentando tomar Áden sem êxito. Com a construção da fortaleza de Ormuz em 1515 concluiu o seu plano de domínio dos pontos estratégicos que permitiam o controlo marítimo e o monopólio comercial da Índia.",[E2]Afonso de Albuquerque[/E2],ident,False
